userId	geneSymbol	geneName	entrezgene	gLink
TMEM158	TMEM158	transmembrane protein 158 (gene/pseudogene)	25907	https://www.ncbi.nlm.nih.gov/gene/?term=25907
FAM131C	FAM131C	family with sequence similarity 131 member C	348487	https://www.ncbi.nlm.nih.gov/gene/?term=348487
FBXL8	FBXL8	F-box and leucine rich repeat protein 8	55336	https://www.ncbi.nlm.nih.gov/gene/?term=55336
KLHL29	KLHL29	kelch like family member 29	114818	https://www.ncbi.nlm.nih.gov/gene/?term=114818
RBMXL1	RBMXL1	RBMX like 1	494115	https://www.ncbi.nlm.nih.gov/gene/?term=494115
RBM33	RBM33	RNA binding motif protein 33	155435	https://www.ncbi.nlm.nih.gov/gene/?term=155435
MYEOV	MYEOV	myeloma overexpressed	26579	https://www.ncbi.nlm.nih.gov/gene/?term=26579
MSLNL	MSLNL	mesothelin-like	401827	https://www.ncbi.nlm.nih.gov/gene/?term=401827
BTN2A3P	BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene	54718	https://www.ncbi.nlm.nih.gov/gene/?term=54718
RIPOR3	RIPOR3	RIPOR family member 3	140876	https://www.ncbi.nlm.nih.gov/gene/?term=140876
AGAP4	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	119016	https://www.ncbi.nlm.nih.gov/gene/?term=119016
PCDHB18P	PCDHB18P	protocadherin beta 18 pseudogene	54660	https://www.ncbi.nlm.nih.gov/gene/?term=54660
LBHD1	LBHD1	LBH domain containing 1	79081	https://www.ncbi.nlm.nih.gov/gene/?term=79081
NEURL2	NEURL2	neuralized E3 ubiquitin protein ligase 2	140825	https://www.ncbi.nlm.nih.gov/gene/?term=140825
HGH1	HGH1	HGH1 homolog	51236	https://www.ncbi.nlm.nih.gov/gene/?term=51236
SSBP4	SSBP4	single stranded DNA binding protein 4	170463	https://www.ncbi.nlm.nih.gov/gene/?term=170463
ZCCHC2	ZCCHC2	zinc finger CCHC-type containing 2	54877	https://www.ncbi.nlm.nih.gov/gene/?term=54877
SCAND2P	SCAND2P	SCAN domain containing 2 pseudogene	54581	https://www.ncbi.nlm.nih.gov/gene/?term=54581
RSPH6A	RSPH6A	radial spoke head 6 homolog A	81492	https://www.ncbi.nlm.nih.gov/gene/?term=81492
MUC3B	MUC3B	mucin 3B, cell surface associated	57876	https://www.ncbi.nlm.nih.gov/gene/?term=57876
PCED1A	PCED1A	PC-esterase domain containing 1A	64773	https://www.ncbi.nlm.nih.gov/gene/?term=64773
WDR13	WDR13	WD repeat domain 13	64743	https://www.ncbi.nlm.nih.gov/gene/?term=64743
VCX3B	VCX3B	variable charge X-linked 3B	425054	https://www.ncbi.nlm.nih.gov/gene/?term=425054
ABHD16B	ABHD16B	abhydrolase domain containing 16B	140701	https://www.ncbi.nlm.nih.gov/gene/?term=140701
RAD21L1	RAD21L1	RAD21 cohesin complex component like 1	642636	https://www.ncbi.nlm.nih.gov/gene/?term=642636
EFCC1	EFCC1	EF-hand and coiled-coil domain containing 1	79825	https://www.ncbi.nlm.nih.gov/gene/?term=79825
ZSWIM6	ZSWIM6	zinc finger SWIM-type containing 6	57688	https://www.ncbi.nlm.nih.gov/gene/?term=57688
FBRSL1	FBRSL1	fibrosin like 1	57666	https://www.ncbi.nlm.nih.gov/gene/?term=57666
CCM2L	CCM2L	CCM2 like scaffold protein	140706	https://www.ncbi.nlm.nih.gov/gene/?term=140706
EVA1B	EVA1B	eva-1 homolog B	55194	https://www.ncbi.nlm.nih.gov/gene/?term=55194
FAM120C	FAM120C	family with sequence similarity 120C	54954	https://www.ncbi.nlm.nih.gov/gene/?term=54954
ARHGAP23	ARHGAP23	Rho GTPase activating protein 23	57636	https://www.ncbi.nlm.nih.gov/gene/?term=57636
BAHCC1	BAHCC1	BAH domain and coiled-coil containing 1	57597	https://www.ncbi.nlm.nih.gov/gene/?term=57597
RBM27	RBM27	RNA binding motif protein 27	54439	https://www.ncbi.nlm.nih.gov/gene/?term=54439
METRN	METRN	meteorin, glial cell differentiation regulator	79006	https://www.ncbi.nlm.nih.gov/gene/?term=79006
ZFR2	ZFR2	zinc finger RNA binding protein 2	23217	https://www.ncbi.nlm.nih.gov/gene/?term=23217
TBC1D3I	TBC1D3I	TBC1 domain family member 3I	102724862	https://www.ncbi.nlm.nih.gov/gene/?term=102724862
TBC1D3K	TBC1D3K	TBC1 domain family member 3K	101060351	https://www.ncbi.nlm.nih.gov/gene/?term=101060351
TEX13C	TEX13C	TEX13 family member C	100129520	https://www.ncbi.nlm.nih.gov/gene/?term=100129520
TEX13D	TEX13D	TEX13 family member D	100132015	https://www.ncbi.nlm.nih.gov/gene/?term=100132015
KLF18	KLF18	Kruppel like factor 18	105378952	https://www.ncbi.nlm.nih.gov/gene/?term=105378952
SPEM3	SPEM3	SPEM family member 3	107983988	https://www.ncbi.nlm.nih.gov/gene/?term=107983988
TUG1	TUG1	taurine up-regulated 1	55000	https://www.ncbi.nlm.nih.gov/gene/?term=55000
TMEM82	TMEM82	transmembrane protein 82	388595	https://www.ncbi.nlm.nih.gov/gene/?term=388595
ARHGEF35	ARHGEF35	Rho guanine nucleotide exchange factor 35	445328	https://www.ncbi.nlm.nih.gov/gene/?term=445328
KLHL33	KLHL33	kelch like family member 33	123103	https://www.ncbi.nlm.nih.gov/gene/?term=123103
ANKRD33B	ANKRD33B	ankyrin repeat domain 33B	651746	https://www.ncbi.nlm.nih.gov/gene/?term=651746
ASPDH	ASPDH	aspartate dehydrogenase domain containing	554235	https://www.ncbi.nlm.nih.gov/gene/?term=554235
FAM186A	FAM186A	family with sequence similarity 186 member A	121006	https://www.ncbi.nlm.nih.gov/gene/?term=121006
BTBD17	BTBD17	BTB domain containing 17	388419	https://www.ncbi.nlm.nih.gov/gene/?term=388419
PRR23A	PRR23A	proline rich 23A	729627	https://www.ncbi.nlm.nih.gov/gene/?term=729627
GOLGA6L3	GOLGA6L3	golgin A6 family-like 3	100133220	https://www.ncbi.nlm.nih.gov/gene/?term=100133220
DCAF8L1	DCAF8L1	DDB1 and CUL4 associated factor 8 like 1	139425	https://www.ncbi.nlm.nih.gov/gene/?term=139425
IGLON5	IGLON5	IgLON family member 5	402665	https://www.ncbi.nlm.nih.gov/gene/?term=402665
MROH6	MROH6	maestro heat like repeat family member 6	642475	https://www.ncbi.nlm.nih.gov/gene/?term=642475
STRCP1	STRCP1	stereocilin pseudogene 1	554225	https://www.ncbi.nlm.nih.gov/gene/?term=554225
GLTPD2	GLTPD2	glycolipid transfer protein domain containing 2	388323	https://www.ncbi.nlm.nih.gov/gene/?term=388323
LRRC14B	LRRC14B	leucine rich repeat containing 14B	389257	https://www.ncbi.nlm.nih.gov/gene/?term=389257
GOLGA6L10	GOLGA6L10	golgin A6 family-like 10	647042	https://www.ncbi.nlm.nih.gov/gene/?term=647042
LRRC10B	LRRC10B	leucine rich repeat containing 10B	390205	https://www.ncbi.nlm.nih.gov/gene/?term=390205
NPIPB13	NPIPB13	nuclear pore complex interacting protein family, member B13	613037	https://www.ncbi.nlm.nih.gov/gene/?term=613037
TMEM88B	TMEM88B	transmembrane protein 88B	643965	https://www.ncbi.nlm.nih.gov/gene/?term=643965
TMEM200C	TMEM200C	transmembrane protein 200C	645369	https://www.ncbi.nlm.nih.gov/gene/?term=645369
FIGNL2	FIGNL2	fidgetin like 2	401720	https://www.ncbi.nlm.nih.gov/gene/?term=401720
NPIPB5	NPIPB5	nuclear pore complex interacting protein family member B5	100132247	https://www.ncbi.nlm.nih.gov/gene/?term=100132247
RNF212B	RNF212B	ring finger protein 212B	100507650	https://www.ncbi.nlm.nih.gov/gene/?term=100507650
KRTAP16-1	KRTAP16-1	keratin associated protein 16-1	100505753	https://www.ncbi.nlm.nih.gov/gene/?term=100505753
TBC1D3L	TBC1D3L	TBC1 domain family member 3L	101060376	https://www.ncbi.nlm.nih.gov/gene/?term=101060376
NPIPB4	NPIPB4	nuclear pore complex interacting protein family member B4	440345	https://www.ncbi.nlm.nih.gov/gene/?term=440345
ANKRD63	ANKRD63	ankyrin repeat domain 63	100131244	https://www.ncbi.nlm.nih.gov/gene/?term=100131244
NPIPB11	NPIPB11	nuclear pore complex interacting protein family member B11	728888	https://www.ncbi.nlm.nih.gov/gene/?term=728888
ANKRD65	ANKRD65	ankyrin repeat domain 65	441869	https://www.ncbi.nlm.nih.gov/gene/?term=441869
PROB1	PROB1	proline rich basic protein 1	389333	https://www.ncbi.nlm.nih.gov/gene/?term=389333
FNDC10	FNDC10	fibronectin type III domain containing 10	643988	https://www.ncbi.nlm.nih.gov/gene/?term=643988
UBAP1L	UBAP1L	ubiquitin associated protein 1 like	390595	https://www.ncbi.nlm.nih.gov/gene/?term=390595
NPIPB12	NPIPB12	nuclear pore complex interacting protein family, member B12	440353	https://www.ncbi.nlm.nih.gov/gene/?term=440353
GOLGA6L19	GOLGA6L19	golgin A6 family-like 19	101927601	https://www.ncbi.nlm.nih.gov/gene/?term=101927601
CROCC2	CROCC2	ciliary rootlet coiled-coil, rootletin family member 2	728763	https://www.ncbi.nlm.nih.gov/gene/?term=728763
CCDC188	CCDC188	coiled-coil domain containing 188	388849	https://www.ncbi.nlm.nih.gov/gene/?term=388849
RNF225	RNF225	ring finger protein 225	646862	https://www.ncbi.nlm.nih.gov/gene/?term=646862
CT47B1	CT47B1	cancer/testis antigen family 47, member B1	643311	https://www.ncbi.nlm.nih.gov/gene/?term=643311
FRMD6-AS1	FRMD6-AS1	FRMD6 antisense RNA 1	145438	https://www.ncbi.nlm.nih.gov/gene/?term=145438
SUPT20HL2	SUPT20HL2	SUPT20H like 2	170067	https://www.ncbi.nlm.nih.gov/gene/?term=170067
DCAF8L2	DCAF8L2	DDB1 and CUL4 associated factor 8 like 2	347442	https://www.ncbi.nlm.nih.gov/gene/?term=347442
ZNF853	ZNF853	zinc finger protein 853	54753	https://www.ncbi.nlm.nih.gov/gene/?term=54753
DUX4L2	DUX4L2	double homeobox 4 like 2 (pseudogene)	728410	https://www.ncbi.nlm.nih.gov/gene/?term=728410
DUX4L3	DUX4L3	double homeobox 4 like 3 (pseudogene)	653548	https://www.ncbi.nlm.nih.gov/gene/?term=653548
DUX4L4	DUX4L4	double homeobox 4 like 4 (pseudogene)	441056	https://www.ncbi.nlm.nih.gov/gene/?term=441056
DUX4L5	DUX4L5	double homeobox 4 like 5 (pseudogene)	653545	https://www.ncbi.nlm.nih.gov/gene/?term=653545
DUX4L6	DUX4L6	double homeobox 4 like 6 (pseudogene)	653544	https://www.ncbi.nlm.nih.gov/gene/?term=653544
DUX4L7	DUX4L7	double homeobox 4 like 7 (pseudogene)	653543	https://www.ncbi.nlm.nih.gov/gene/?term=653543
PNMA6A	PNMA6A	PNMA family member 6A	84968	https://www.ncbi.nlm.nih.gov/gene/?term=84968
LINC01547	LINC01547	long intergenic non-protein coding RNA 1547	84536	https://www.ncbi.nlm.nih.gov/gene/?term=84536
PRR20E	PRR20E	proline rich 20E	729250	https://www.ncbi.nlm.nih.gov/gene/?term=729250
PRR20A	PRR20A	proline rich 20A	122183	https://www.ncbi.nlm.nih.gov/gene/?term=122183
SPEM2	SPEM2	SPEM family member 2	201243	https://www.ncbi.nlm.nih.gov/gene/?term=201243
ACCSL	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like	390110	https://www.ncbi.nlm.nih.gov/gene/?term=390110
PRR30	PRR30	proline rich 30	339779	https://www.ncbi.nlm.nih.gov/gene/?term=339779
ZNF831	ZNF831	zinc finger protein 831	128611	https://www.ncbi.nlm.nih.gov/gene/?term=128611
IER5L	IER5L	immediate early response 5 like	389792	https://www.ncbi.nlm.nih.gov/gene/?term=389792
ASPHD1	ASPHD1	aspartate beta-hydroxylase domain containing 1	253982	https://www.ncbi.nlm.nih.gov/gene/?term=253982
TCERG1L	TCERG1L	transcription elongation regulator 1 like	256536	https://www.ncbi.nlm.nih.gov/gene/?term=256536
TMEM268	TMEM268	transmembrane protein 268	203197	https://www.ncbi.nlm.nih.gov/gene/?term=203197
TMEM200B	TMEM200B	transmembrane protein 200B	399474	https://www.ncbi.nlm.nih.gov/gene/?term=399474
LCN12	LCN12	lipocalin 12	286256	https://www.ncbi.nlm.nih.gov/gene/?term=286256
PRR27	PRR27	proline rich 27	401137	https://www.ncbi.nlm.nih.gov/gene/?term=401137
TMEM53	TMEM53	transmembrane protein 53	79639	https://www.ncbi.nlm.nih.gov/gene/?term=79639
GUSBP11	GUSBP11	glucuronidase, beta pseudogene 11	91316	https://www.ncbi.nlm.nih.gov/gene/?term=91316
FAM199X	FAM199X	family with sequence similarity 199, X-linked	139231	https://www.ncbi.nlm.nih.gov/gene/?term=139231
DLEU7	DLEU7	deleted in lymphocytic leukemia 7	220107	https://www.ncbi.nlm.nih.gov/gene/?term=220107
PRR23C	PRR23C	proline rich 23C	389152	https://www.ncbi.nlm.nih.gov/gene/?term=389152
PRR23B	PRR23B	proline rich 23B	389151	https://www.ncbi.nlm.nih.gov/gene/?term=389151
ZAR1	ZAR1	zygote arrest 1	326340	https://www.ncbi.nlm.nih.gov/gene/?term=326340
ZSWIM9	ZSWIM9	zinc finger SWIM-type containing 9	374920	https://www.ncbi.nlm.nih.gov/gene/?term=374920
PROSER1	PROSER1	proline and serine rich 1	80209	https://www.ncbi.nlm.nih.gov/gene/?term=80209
KLHL34	KLHL34	kelch like family member 34	257240	https://www.ncbi.nlm.nih.gov/gene/?term=257240
VWA5B2	VWA5B2	von Willebrand factor A domain containing 5B2	90113	https://www.ncbi.nlm.nih.gov/gene/?term=90113
TMEM151A	TMEM151A	transmembrane protein 151A	256472	https://www.ncbi.nlm.nih.gov/gene/?term=256472
ARIH2OS	ARIH2OS	ariadne RBR E3 ubiquitin protein ligase 2 opposite strand	646450	https://www.ncbi.nlm.nih.gov/gene/?term=646450
RBMXL3	RBMXL3	RBMX like 3	139804	https://www.ncbi.nlm.nih.gov/gene/?term=139804
RTL9	RTL9	retrotransposon Gag like 9	57529	https://www.ncbi.nlm.nih.gov/gene/?term=57529
SH3TC1	SH3TC1	SH3 domain and tetratricopeptide repeats 1	54436	https://www.ncbi.nlm.nih.gov/gene/?term=54436
THEM6	THEM6	thioesterase superfamily member 6	51337	https://www.ncbi.nlm.nih.gov/gene/?term=51337
IRGQ	IRGQ	immunity related GTPase Q	126298	https://www.ncbi.nlm.nih.gov/gene/?term=126298
POM121L2	POM121L2	POM121 transmembrane nucleoporin like 2	94026	https://www.ncbi.nlm.nih.gov/gene/?term=94026
WWC2-AS2	WWC2-AS2	WWC2 antisense RNA 2	152641	https://www.ncbi.nlm.nih.gov/gene/?term=152641
PRR25	PRR25	proline rich 25	388199	https://www.ncbi.nlm.nih.gov/gene/?term=388199
PRR36	PRR36	proline rich 36	80164	https://www.ncbi.nlm.nih.gov/gene/?term=80164
TMEM74B	TMEM74B	transmembrane protein 74B	55321	https://www.ncbi.nlm.nih.gov/gene/?term=55321
PNMA6F	PNMA6F	PNMA family member 6F	105373377	https://www.ncbi.nlm.nih.gov/gene/?term=105373377
PNMA6E	PNMA6E	PNMA family member 6E	649238	https://www.ncbi.nlm.nih.gov/gene/?term=649238
TMEM275	TMEM275	transmembrane protein 275	105378696	https://www.ncbi.nlm.nih.gov/gene/?term=105378696
LACTBL1	LACTBL1	lactamase beta like 1	646262	https://www.ncbi.nlm.nih.gov/gene/?term=646262
PRR33	PRR33	proline rich 33	102724536	https://www.ncbi.nlm.nih.gov/gene/?term=102724536
PRR20G	PRR20G	proline rich 20G	100419008	https://www.ncbi.nlm.nih.gov/gene/?term=100419008
HRES1	HRES1	HTLV-1 related endogenous sequence	3272	https://www.ncbi.nlm.nih.gov/gene/?term=3272
PRR20B	PRR20B	proline rich 20B	729233	https://www.ncbi.nlm.nih.gov/gene/?term=729233
TPRXL	TPRXL	tetrapeptide repeat homeobox like	348825	https://www.ncbi.nlm.nih.gov/gene/?term=348825
FAM201A	FAM201A	family with sequence similarity 201 member A	158228	https://www.ncbi.nlm.nih.gov/gene/?term=158228
